,temp,dem,dem10
2019-01-03,  21.7, 374.3, 373.9
2019-01-04,  23.5, 376.7, 393.3
2019-01-05,  25.7, 380.6, 394.6
2019-01-06,  24.5, 350.4, 348.8
2019-01-07,  25.0, 377.9, 400.6
2019-01-08,  26.6, 416.8, 434.1
2019-01-09,  25.7, 422.7, 426.8
2019-01-10,  22.2, 352.8, 376.7
2019-01-11,  18.5, 340.8, 370.7
2019-01-12,  24.4, 345.4, 374.9
2019-01-13,  23.8, 329.1, 338.1
2019-01-14,  24.1, 381.2, 386.9
2019-01-15,  22.5, 384.6, 372.3
2019-01-16,  24.5, 402.5, 408.6
2019-01-17,  22.1, 378.8, 375.1
2019-01-18,  18.9, 346.7, 370.5
2019-01-19,  19.9, 323.3, 338.7
2019-01-20,  23.0, 313.6, 325.9
2019-01-21,  25.9, 400.7, 413.9
2019-01-22,  28.5, 465.8, 462.3
2019-01-23,  26.7, 470.5, 441.5
2019-01-24,  27.1, 472.8, 450.1
2019-01-25,  25.4, 456.5, 421.5
2019-01-26,  27.4, 415.1, 419.7
2019-01-27,  28.3, 416.7, 405.5
2019-01-28,  31.3, 518.8, 494.9
2019-01-29,  30.9, 544.4, 498.3
2019-01-30,  27.3, 480.0, 450.4
2019-01-31,  23.7, 456.9, 398.9
2019-02-01,  28.4, 473.0, 466.4
2019-02-02,  24.8, 378.5, 380.5
2019-02-03,  19.7, 311.6, 310.6
2019-02-04,  21.8, 366.1, 355.0
2019-02-05,  22.6, 389.8, 373.4
2019-02-06,  24.3, 417.0, 405.2
2019-02-07,  26.7, 448.4, 443.8
2019-02-08,  29.1, 473.0, 476.8
2019-02-09,  29.8, 436.7, 455.5
2019-02-10,  27.9, 420.2, 399.2
2019-02-11,  24.0, 405.5, 384.9
2019-02-12,  17.7, 344.6, 364.2
2019-02-13,  19.9, 349.1, 370.4
2019-02-14,  20.2, 360.8, 373.0
2019-02-15,  21.7, 380.1, 370.0
2019-02-16,  23.4, 369.0, 359.2
2019-02-17,  26.4, 371.8, 376.5
2019-02-18,  27.5, 465.8, 437.3
2019-02-19,  29.6, 501.9, 478.3
2019-02-20,  30.9, 530.8, 504.1
2019-02-21,  29.3, 530.7, 482.6
2019-02-22,  28.3, 517.2, 464.5
2019-02-23,  25.2, 424.8, 386.1
2019-02-24,  21.1, 348.0, 310.2
2019-02-25,  18.5, 353.2, 354.5
2019-02-26,  17.0, 345.6, 363.9
2019-02-27,  21.1, 352.3, 370.2
2019-02-28,  19.6, 367.0, 372.8
2019-03-01,  25.0, 389.6, 414.8
2019-03-02,  21.8, 360.6, 337.8
2019-03-03,  22.5, 340.7, 317.6
2019-03-04,  22.6, 326.7, 363.4
2019-03-05,  21.7, 326.0, 363.8
2019-03-06,  26.4, 406.3, 436.2
2019-03-07,  26.6, 444.5, 441.8
2019-03-08,  20.0, 363.4, 369.5
2019-03-09,  16.1, 311.4, 337.7
2019-03-10,  20.0, 290.3, 309.9
2019-03-11,  21.3, 341.9, 354.3
2019-03-12,  20.7, 357.6, 363.6
2019-03-13,  20.8, 356.5, 369.9
2019-03-14,  21.3, 365.0, 372.5
2019-03-15,  21.9, 367.7, 369.4
2019-03-16,  23.8, 338.9, 364.6
2019-03-17,  23.8, 315.8, 336.8
2019-03-18,  25.2, 371.2, 402.2
2019-03-19,  19.9, 357.6, 363.5
2019-03-20,  16.7, 345.7, 369.7
2019-03-21,  18.0, 345.0, 372.3
2019-03-22,  18.2, 345.3, 369.2
2019-03-23,  19.7, 320.8, 337.4
2019-03-24,  19.6, 295.1, 309.6
2019-03-25,  16.2, 340.4, 354.0
2019-03-26,  16.8, 341.7, 363.4
2019-03-27,  17.5, 347.2, 369.6
2019-03-28,  21.4, 351.5, 372.2
2019-03-29,  23.3, 363.5, 388.6
2019-03-30,  24.8, 350.5, 379.4
2019-03-31,  24.5, 327.3, 347.1
2019-04-01,  24.4, 367.3, 389.9
2019-04-02,  27.4, 352.7, 444.4
2019-04-03,  21.6, 374.0, 369.5
2019-04-04,  23.6, 371.8, 396.1
2019-04-05,  17.7, 347.0, 369.0
2019-04-06,  16.9, 318.0, 337.1
2019-04-07,  19.0, 296.3, 309.4
2019-04-08,  21.0, 343.9, 353.7
2019-04-09,  21.6, 358.8, 363.1
2019-04-10,  23.1, 365.0, 385.9
2019-04-11,  19.1, 370.3, 371.9
2019-04-12,  15.2, 352.0, 372.4
2019-04-13,  20.1, 322.4, 337.0
2019-04-14,  23.2, 307.4, 327.3
2019-04-15,  19.6, 354.6, 353.5
2019-04-16,  17.1, 352.1, 362.9
2019-04-17,  20.4, 353.1, 369.2
2019-04-18,  21.3, 346.5, 371.8
2019-04-19,  23.4, 317.4, 389.7
2019-04-20,  19.7, 317.2, 336.8
2019-04-21,  16.3, 299.6, 309.1
2019-04-22,  17.0, 341.6, 353.4
2019-04-23,  16.8, 351.4, 362.8
2019-04-24,  16.3, 359.7, 369.0
2019-04-25,  18.9, 359.9, 371.6
2019-04-26,  17.6, 358.6, 368.5
2019-04-27,  18.3, 326.5, 336.7
2019-04-28,  20.2, 296.4, 308.9
2019-04-29,  19.6, 343.7, 353.3
2019-04-30,  14.6, 345.0, 373.4
2019-05-01,  15.0, 295.6, 374.9
2019-05-02,  19.5, 343.4, 371.5
2019-05-03,  21.9, 353.4, 368.4
2019-05-04,  19.1, 328.6, 336.6
2019-05-05,  19.0, 307.4, 308.8
2019-05-06,  17.3, 350.1, 353.1
2019-05-07,  14.6, 363.8, 373.3
2019-05-08,  17.2, 361.6, 368.8
2019-05-09,  17.6, 364.4, 371.3
2019-05-10,  16.7, 364.2, 368.3
2019-05-11,  15.6, 334.5, 336.4
2019-05-12,  17.4, 308.4, 308.7
2019-05-13,  18.3, 351.6, 353.0
2019-05-14,  12.7, 369.7, 395.9
2019-05-15,  15.5, 370.6, 368.6
2019-05-16,  16.6, 368.4, 371.2
2019-05-17,  19.7, 359.0, 368.1
2019-05-18,  21.1, 325.0, 336.3
2019-05-19,  15.1, 311.2, 313.3
2019-05-20,  14.0, 377.7, 370.8
2019-05-21,  14.2, 391.7, 377.8
2019-05-22,  13.8, 397.3, 388.8
2019-05-23,  12.5, 401.2, 406.9
2019-05-24,  14.5, 393.6, 379.9
2019-05-25,  14.5, 345.3, 348.1
2019-05-26,  15.0, 328.8, 314.4
2019-05-27,  15.5, 380.6, 352.7
2019-05-28,  14.5, 388.9, 374.1
2019-05-29,  11.5, 383.6, 416.2
2019-05-30,  12.0, 415.5, 412.8
2019-05-31,  14.0, 406.2, 385.8
2019-06-01,  15.0, 364.1, 342.0
2019-06-02,  15.5, 335.2, 308.2
2019-06-03,  16.0, 382.6, 352.6
2019-06-04,  15.4, 388.4, 363.2
2019-06-05,  16.1, 388.7, 368.2
2019-06-06,  17.4, 381.5, 370.8
2019-06-07,  15.1, 381.8, 372.5
2019-06-08,  14.4, 362.8, 349.0
2019-06-09,  14.6, 335.5, 318.9
2019-06-10,  16.8, 377.3, 352.4
2019-06-11,  15.0, 393.5, 367.8
2019-06-12,  19.0, 383.1, 368.0
2019-06-13,  17.6, 388.9, 370.6
2019-06-14,  15.8, 392.7, 367.6
2019-06-15,  13.5, 382.7, 359.6
2019-06-16,  15.4, 247.5, 309.1
2019-06-17,  15.7, 353.0, 352.3
2019-06-18,  12.3, 408.8, 399.9
2019-06-19,  14.0, 411.0, 385.8
2019-06-20,  11.0, 378.7, 424.3
2019-06-21,  13.6, 398.4, 390.1
2019-06-22,  17.0, 352.2, 335.6
2019-06-23,  18.8, 324.1, 307.8
2019-06-24,  13.2, 385.6, 379.6
2019-06-25,  11.9, 417.6, 404.6
2019-06-26,   9.4, 448.3, 440.7
2019-06-27,  11.4, 442.9, 419.4
2019-06-28,  13.4, 428.6, 392.4
2019-06-29,  12.9, 386.5, 366.5
2019-06-30,  10.6, 373.9, 366.3
2019-07-01,   7.9, 438.4, 442.9
2019-07-02,  11.5, 446.9, 409.2
2019-07-03,   8.1, 454.8, 456.1
2019-07-04,   7.3, 470.9, 468.3
2019-07-05,   6.1, 477.1, 479.5
2019-07-06,   6.3, 440.4, 445.3
2019-07-07,   8.3, 405.2, 393.6
2019-07-08,   9.8, 419.5, 420.0
2019-07-09,  13.4, 379.1, 386.4
2019-07-10,  13.5, 408.9, 391.4
2019-07-11,  13.9, 404.8, 389.2
2019-07-12,  14.8, 400.3, 375.4
2019-07-13,   9.8, 385.7, 403.3
2019-07-14,   9.2, 365.5, 382.7
2019-07-15,  13.1, 416.4, 380.4
2019-07-16,  10.4, 424.6, 422.1
2019-07-17,  13.3, 417.5, 393.6
2019-07-18,  14.6, 412.1, 380.7
2019-07-19,  14.9, 401.0, 374.0
2019-07-20,  16.0, 358.9, 335.0
2019-07-21,  19.8, 313.4, 307.2
2019-07-22,  12.9, 393.2, 382.7
2019-07-23,   9.8, 435.9, 429.1
2019-07-24,   9.7, 445.0, 436.5
2019-07-25,  10.6, 458.9, 428.4
2019-07-26,  12.3, 445.1, 405.0
2019-07-27,  12.1, 390.2, 375.5
2019-07-28,  11.8, 369.3, 351.3
2019-07-29,  13.5, 413.3, 375.3
2019-07-30,  13.0, 415.3, 390.7
2019-07-31,  15.7, 398.8, 367.1
2019-08-01,  14.8, 401.5, 378.0
2019-08-02,  11.1, 418.6, 419.2
2019-08-03,  11.4, 387.6, 383.8
2019-08-04,  13.4, 357.6, 332.1
2019-08-05,  14.6, 400.3, 362.1
2019-08-06,  17.1, 390.9, 360.7
2019-08-07,  13.9, 395.8, 386.1
2019-08-08,  12.5, 427.7, 405.4
2019-08-09,   9.3, 449.2, 440.6
2019-08-10,  10.5, 400.1, 394.4
2019-08-11,  12.8, 354.3, 339.1
2019-08-12,  11.6, 420.5, 397.8
2019-08-13,   6.7, 452.0, 465.8
2019-08-14,   6.1, 460.9, 479.2
2019-08-15,  12.2, 441.8, 408.8
2019-08-16,  15.5, 399.7, 366.3
2019-08-17,  14.4, 350.6, 347.6
2019-08-18,  10.0, 355.9, 372.4
2019-08-19,   6.2, 424.7, 462.2
2019-08-20,   8.2, 448.1, 447.7
2019-08-21,   9.9, 439.4, 433.6
2019-08-22,  12.3, 426.1, 407.5
2019-08-23,  12.0, 410.5, 408.0
2019-08-24,  13.9, 368.4, 353.4
2019-08-25,  15.0, 330.0, 312.5
2019-08-26,  18.3, 364.1, 350.9
2019-08-27,  18.1, 361.8, 360.3
2019-08-28,  21.3, 360.1, 366.5
2019-08-29,  19.7, 359.6, 369.1
2019-08-30,  13.6, 369.0, 388.7
2019-08-31,  13.6, 343.7, 356.9
2019-09-01,  11.1, 332.2, 359.0
2019-09-02,  11.3, 403.4, 400.9
2019-09-03,   8.3, 425.7, 446.2
2019-09-04,   8.6, 432.5, 448.9
2019-09-05,   8.9, 438.1, 447.9
2019-09-06,  12.2, 417.0, 405.3
2019-09-07,  15.6, 356.8, 334.0
2019-09-08,  15.0, 328.1, 312.2
2019-09-09,  13.5, 395.1, 374.5
2019-09-10,  14.1, 400.1, 376.7
2019-09-11,  14.5, 399.3, 378.2
2019-09-12,  13.7, 390.7, 390.3
2019-09-13,  14.1, 375.2, 382.5
2019-09-14,  16.0, 335.7, 333.9
2019-09-15,  18.0, 304.8, 306.1
2019-09-16,  16.7, 359.2, 350.4
2019-09-17,  16.6, 363.6, 359.8
2019-09-18,  15.5, 356.0, 366.1
2019-09-19,  17.0, 363.3, 368.7
2019-09-20,  13.8, 366.1, 385.9
2019-09-21,  17.7, 330.3, 333.7
2019-09-22,  14.1, 303.5, 322.7
2019-09-23,  15.2, 348.3, 353.9
2019-09-24,  19.2, 352.6, 359.7
2019-09-25,  22.6, 348.8, 375.0
2019-09-26,  20.2, 348.4, 368.5
2019-09-27,  16.6, 349.0, 365.4
2019-09-28,  17.8, 323.5, 333.6
2019-09-29,  21.5, 307.0, 305.8
2019-09-30,  23.1, 360.1, 366.7
2019-10-01,  15.5, 372.4, 359.6
2019-10-02,  14.3, 362.5, 380.1
2019-10-03,  10.7, 378.0, 425.8
2019-10-04,  13.2, 384.5, 392.8
2019-10-05,  15.3, 335.3, 335.9
2019-10-06,  16.0, 296.6, 305.7
2019-10-07,  19.5, 341.0, 350.0
2019-10-08,  19.1, 353.8, 359.4
2019-10-09,  21.1, 362.0, 365.7
2019-10-10,  22.0, 381.7, 368.2
2019-10-11,  21.6, 393.7, 365.2
2019-10-12,  18.2, 357.9, 333.3
2019-10-13,  16.3, 322.7, 305.6
2019-10-14,  11.2, 354.6, 401.3
2019-10-15,  11.3, 395.2, 409.5
2019-10-16,  14.1, 390.4, 382.3
2019-10-17,  17.2, 381.6, 368.1
2019-10-18,  18.5, 358.4, 365.0
2019-10-19,  17.2, 321.6, 333.2
2019-10-20,  15.6, 296.4, 305.4
2019-10-21,  16.0, 349.1, 349.7
2019-10-22,  17.5, 354.5, 359.1
2019-10-23,  16.9, 356.2, 365.4
2019-10-24,  18.1, 359.0, 368.0
2019-10-25,  23.3, 366.0, 384.4
2019-10-26,  25.2, 346.6, 381.1
2019-10-27,  23.3, 329.5, 324.8
2019-10-28,  19.8, 385.1, 349.6
2019-10-29,  17.4, 385.2, 359.0
2019-10-30,  19.0, 373.6, 365.2
2019-10-31,  18.7, 358.3, 367.8
2019-11-01,  19.7, 371.1, 364.7
2019-11-02,  24.2, 348.4, 366.0
2019-11-03,  18.4, 305.5, 305.1
2019-11-04,  20.7, 364.9, 349.5
2019-11-05,  20.0, 365.8, 358.9
2019-11-06,  22.3, 369.9, 369.6
2019-11-07,  24.7, 382.6, 408.3
2019-11-08,  19.5, 380.2, 364.6
2019-11-09,  21.7, 345.0, 332.8
2019-11-10,  20.0, 315.8, 305.0
2019-11-11,  21.4, 375.4, 349.3
2019-11-12,  23.3, 397.4, 378.3
2019-11-13,  26.2, 406.6, 428.1
2019-11-14,  24.7, 410.8, 408.1
2019-11-15,  24.7, 417.0, 405.0
2019-11-16,  22.5, 365.1, 340.1
2019-11-17,  24.7, 346.0, 345.4
2019-11-18,  27.8, 370.8, 436.4
2019-11-19,  25.3, 433.6, 408.2
2019-11-20,  29.3, 474.6, 474.5
2019-11-21,  27.0, 473.1, 442.5
2019-11-22,  21.9, 407.8, 364.3
2019-11-23,  17.5, 340.1, 332.5
2019-11-24,  21.3, 313.1, 304.7
2019-11-25,  20.6, 368.9, 349.0
2019-11-26,  21.7, 358.7, 358.4
2019-11-27,  20.7, 356.9, 364.7
2019-11-28,  22.9, 381.2, 380.8
2019-11-29,  25.1, 398.6, 410.8
2019-11-30,  22.6, 348.6, 341.4
2019-12-01,  20.0, 301.9, 304.6
2019-12-02,  20.2, 355.2, 348.9
2019-12-03,  21.3, 355.3, 358.3
2019-12-04,  20.8, 350.2, 364.5
2019-12-05,  18.7, 347.7, 367.1
2019-12-06,  24.1, 370.2, 395.6
2019-12-07,  19.5, 344.7, 332.2
2019-12-08,  26.5, 331.6, 372.1
2019-12-09,  28.3, 433.4, 443.4
2019-12-10,  30.7, 485.3, 488.9
2019-12-11,  30.4, 502.7, 490.6
2019-12-12,  23.3, 406.4, 386.5
2019-12-13,  18.8, 382.1, 363.9
2019-12-14,  24.3, 377.3, 366.6
2019-12-15,  22.2, 325.4, 307.3
2019-12-16,  21.4, 376.3, 348.6
2019-12-17,  23.0, 405.2, 373.0
2019-12-18,  26.9, 437.6, 437.9
2019-12-19,  27.6, 462.7, 451.0
2019-12-20,  22.9, 411.8, 377.3
2019-12-21,  19.2, 330.6, 331.9
2019-12-22,  18.9, 311.6, 304.1
2019-12-23,  23.8, 374.9, 375.5
2019-12-24,  26.9, 383.6, 431.5
2019-12-25,  22.6, 310.4, 373.1
2019-12-26,  21.4, 364.0, 366.7
2019-12-27,  26.9, 438.5, 437.3
2019-12-28,  27.7, 431.9, 417.4
2019-12-29,  28.4, 411.1, 400.2
2019-12-30,  24.3, 423.8, 382.9
2019-12-31,  25.0, 384.8, 402.8
2020-01-01,  22.7, 327.0, 374.5
2020-01-02,  22.3, 380.8, 371.1
2020-01-03,  23.9, 399.9, 392.0
2020-01-04,  25.2, 382.3, 379.7
2020-01-05,  25.7, 371.9, 359.5
2020-01-06,  23.8, 377.1, 375.2
2020-01-07,  23.8, 388.0, 384.6
2020-01-08,  27.2, 434.3, 442.0
2020-01-09,  27.2, 453.0, 444.6
2020-01-10,  27.3, 444.0, 443.0
2020-01-11,  25.4, 412.5, 382.6
2020-01-12,  26.0, 391.2, 363.8
2020-01-13,  25.1, 430.9, 394.6
2020-01-14,  25.7, 460.3, 413.1
2020-01-15,  24.9, 432.7, 407.3
2020-01-16,  20.0, 366.9, 366.3
2020-01-17,  21.6, 370.3, 363.2
2020-01-18,  25.5, 370.9, 384.0
2020-01-19,  28.3, 409.4, 398.3
2020-01-20,  29.6, 505.7, 462.1
2020-01-21,  25.7, 458.1, 412.9
2020-01-22,  26.8, 452.2, 435.7
2020-01-23,  27.1, 470.4, 442.8
2020-01-24,  28.3, 480.3, 457.7
2020-01-25,  30.3, 461.5, 456.0
2020-01-26,  28.6, 417.9, 402.6
2020-01-27,  22.3, 406.6, 352.3
2020-01-28,  24.0, 419.5, 387.2
2020-01-29,  23.3, 404.4, 382.9
2020-01-30,  20.3, 373.9, 366.0
2020-01-31,  22.0, 390.7, 362.9
2020-02-01,  24.5, 389.2, 368.6
2020-02-02,  28.1, 402.2, 395.0
2020-02-03,  30.2, 502.9, 470.9
2020-02-04,  29.5, 520.2, 469.8
2020-02-05,  28.7, 487.7, 464.0
2020-02-06,  29.8, 489.8, 483.1
2020-02-07,  27.5, 472.2, 445.4
2020-02-08,  24.3, 384.7, 365.5
2020-02-09,  20.7, 321.9, 303.2
2020-02-10,  19.7, 355.0, 347.5
2020-02-11,  23.0, 375.1, 371.9
2020-02-12,  24.5, 395.9, 400.7
2020-02-13,  26.7, 429.3, 436.3
2020-02-14,  25.9, 430.9, 421.2
2020-02-15,  25.4, 409.0, 381.9
2020-02-16,  29.2, 422.3, 411.2
2020-02-17,  25.6, 450.8, 401.5
2020-02-18,  22.1, 385.1, 358.2
2020-02-19,  23.5, 391.8, 385.5
2020-02-20,  19.7, 371.6, 365.6
2020-02-21,  18.2, 346.7, 362.5
2020-02-22,  17.0, 314.7, 330.6
2020-02-23,  20.9, 298.2, 302.9
2020-02-24,  24.7, 321.6, 387.8
2020-02-25,  23.3, 327.5, 376.1
2020-02-26,  21.8, 365.5, 362.8
2020-02-27,  23.6, 383.0, 389.5
2020-02-28,  25.5, 408.3, 414.9
2020-02-29,  26.7, 395.7, 401.1
2020-03-01,  28.5, 393.0, 400.4
2020-03-02,  28.5, 465.2, 444.8
2020-03-03,  27.2, 476.2, 434.6
2020-03-04,  27.4, 481.7, 443.9
2020-03-05,  26.5, 470.5, 432.9
2020-03-06,  25.5, 459.1, 414.8
2020-03-07,  27.0, 429.2, 405.5
2020-03-08,  28.5, 409.6, 400.3
2020-03-09,  24.4, 453.1, 383.0
2020-03-10,  22.3, 441.4, 360.8
2020-03-11,  21.9, 432.8, 362.6
2020-03-12,  23.6, 428.1, 389.2
2020-03-13,  26.3, 466.1, 426.7
2020-03-14,  23.8, 402.3, 357.3
2020-03-15,  20.5, 318.8, 302.5
2020-03-16,  19.2, 362.8, 346.8
2020-03-17,  20.0, 375.6, 356.2
2020-03-18,  21.1, 365.2, 362.4
2020-03-19,  21.0, 353.6, 365.0
2020-03-20,  22.6, 320.8, 370.9
2020-03-21,  24.0, 316.1, 360.1
2020-03-22,  22.8, 311.2, 314.3
2020-03-23,  25.7, 325.6, 402.3
2020-03-24,  26.0, 350.8, 416.2
2020-03-25,  24.6, 340.0, 401.3
2020-03-26,  23.8, 331.9, 391.9
2020-03-27,  25.8, 332.3, 418.9
2020-03-28,  25.5, 322.8, 382.5
2020-03-29,  25.5, 319.1, 354.8
2020-03-30,  25.0, 340.0, 391.6
2020-03-31,  21.6, 315.6, 355.9
2020-04-01,  22.3, 322.0, 366.6
2020-04-02,  18.4, 298.0, 364.7
2020-04-03,  17.2, 290.9, 361.6
2020-04-04,  20.7, 279.6, 329.8
2020-04-05,  19.8, 270.3, 302.0
2020-04-06,  17.9, 293.3, 346.4
2020-04-07,  14.7, 297.2, 365.3
2020-04-08,  14.1, 302.9, 378.7
2020-04-09,  15.1, 300.3, 369.4
2020-04-10,  16.3, 278.0, 361.5
2020-04-11,  19.9, 277.1, 329.7
2020-04-12,  19.7, 269.6, 301.9
2020-04-13,  16.6, 300.5, 346.2
2020-04-14,  14.9, 314.4, 362.8
2020-04-15,  15.5, 316.3, 361.8
2020-04-16,  15.2, 316.4, 368.0
2020-04-17,  17.0, 313.7, 361.4
2020-04-18,  19.4, 293.6, 329.5
2020-04-19,  21.9, 275.8, 301.8
2020-04-20,  21.7, 309.2, 346.1
2020-04-21,  19.2, 315.7, 355.5
2020-04-22,  18.4, 320.7, 361.7
2020-04-23,  20.9, 323.0, 364.3
2020-04-24,  21.6, 325.4, 361.2
2020-04-25,  18.9, 311.7, 329.4
2020-04-26,  18.5, 289.9, 301.6
2020-04-27,  18.9, 322.3, 345.9
2020-04-28,  18.3, 324.6, 355.3
2020-04-29,  17.2, 324.6, 361.6
2020-04-30,  17.0, 322.1, 364.2
2020-05-01,  17.5, 283.1, 361.1
2020-05-02,  15.0, 289.6, 335.2
2020-05-03,  17.3, 278.3, 301.5
2020-05-04,  16.5, 318.4, 345.8
2020-05-05,  13.7, 337.5, 376.7
2020-05-06,  12.5, 348.5, 397.3
2020-05-07,  14.0, 345.0, 381.9
2020-05-08,  14.5, 344.0, 372.9
2020-05-09,  16.7, 314.2, 329.1
2020-05-10,  19.7, 284.4, 301.3
2020-05-11,  17.0, 316.8, 345.7
2020-05-12,  13.2, 337.7, 382.5
2020-05-13,  14.8, 343.9, 369.7
2020-05-14,  11.2, 358.4, 415.3
2020-05-15,  16.3, 350.9, 360.8
2020-05-16,  20.7, 307.6, 329.0
2020-05-17,  21.0, 277.6, 301.2
2020-05-18,  19.3, 317.8, 345.5
2020-05-19,  19.8, 324.0, 354.9
2020-05-20,  20.5, 327.2, 361.1
2020-05-21,  16.3, 347.0, 363.7
2020-05-22,  13.0, 369.1, 390.5
2020-05-23,  13.2, 349.3, 356.3
2020-05-24,  13.2, 330.3, 328.5
2020-05-25,  14.7, 325.8, 354.9
2020-05-26,  13.9, 360.2, 373.9
2020-05-27,  15.3, 358.0, 363.4
2020-05-28,  16.2, 351.5, 363.6
2020-05-29,  16.1, 350.7, 360.5
2020-05-30,  12.7, 346.9, 362.1
2020-05-31,  10.4, 350.2, 361.9
2020-06-01,  10.0, 397.0, 411.0
2020-06-02,  10.5, 404.4, 414.4
2020-06-03,  11.2, 403.5, 412.3
2020-06-04,  12.6, 400.4, 398.1
2020-06-05,  12.2, 405.7, 399.8
2020-06-06,  15.8, 359.0, 328.5
2020-06-07,  14.9, 329.3, 307.9
2020-06-08,  14.8, 368.8, 353.5
2020-06-09,  15.0, 378.3, 360.5
2020-06-10,  14.8, 375.9, 369.1
2020-06-11,  13.0, 377.9, 393.2
2020-06-12,  15.8, 371.6, 360.2
2020-06-13,  10.2, 374.9, 391.8
2020-06-14,   7.7, 368.8, 393.9
2020-06-15,  12.2, 372.1, 384.4
2020-06-16,  19.3, 367.2, 354.3
2020-06-17,  22.8, 347.8, 372.6
2020-06-18,  18.2, 356.3, 363.2
2020-06-19,  13.3, 377.8, 386.4
2020-06-20,  13.2, 349.8, 355.7
2020-06-21,  14.8, 324.8, 308.9
2020-06-22,  12.3, 385.0, 383.1
2020-06-23,  14.0, 397.7, 372.1
2020-06-24,  12.2, 412.2, 399.9
2020-06-25,   9.7, 420.5, 432.4
2020-06-26,   8.8, 431.7, 440.0
2020-06-27,  10.1, 399.7, 392.7
2020-06-28,   9.4, 379.2, 373.3
2020-06-29,  11.5, 425.9, 392.5
2020-06-30,  10.9, 434.9, 409.1
2020-07-01,   7.3, 453.5, 458.3
2020-07-02,   7.8, 453.7, 454.9
2020-07-03,  10.5, 442.5, 419.6
2020-07-04,  12.5, 398.3, 363.8
2020-07-05,  11.2, 370.3, 351.6
2020-07-06,   8.1, 441.2, 433.0
2020-07-07,   7.4, 466.2, 450.8
2020-07-08,   8.8, 453.0, 440.3
2020-07-09,  10.6, 413.3, 421.3
2020-07-10,  10.9, 412.6, 414.7
2020-07-11,   9.2, 400.8, 403.1
2020-07-12,  11.0, 384.2, 353.9
2020-07-13,  10.1, 442.5, 408.9
2020-07-14,   7.4, 458.7, 450.6
2020-07-15,   9.1, 454.0, 436.5
2020-07-16,  12.2, 440.0, 402.1
2020-07-17,  12.7, 423.1, 393.0
2020-07-18,  14.8, 374.9, 336.1
2020-07-19,  18.1, 327.2, 299.9
2020-07-20,  17.9, 366.4, 344.2
2020-07-21,  14.7, 391.1, 363.2
2020-07-22,  13.9, 402.5, 379.0
2020-07-23,  12.8, 423.4, 394.7
2020-07-24,   8.3, 448.9, 445.5
2020-07-25,   8.8, 421.2, 407.6
2020-07-26,  12.5, 378.7, 335.6
2020-07-27,  11.4, 429.4, 393.1
2020-07-28,   7.6, 451.8, 448.0
2020-07-29,   7.9, 452.5, 450.6
2020-07-30,   9.9, 445.7, 429.3
2020-07-31,  12.3, 426.9, 397.5
2020-08-01,  12.9, 369.9, 358.5
2020-08-02,  20.5, 310.7, 299.6
2020-08-03,  18.0, 347.4, 344.0
2020-08-04,  20.8, 342.0, 353.4
2020-08-05,  21.3, 339.9, 359.6
2020-08-06,  16.9, 356.4, 362.2
2020-08-07,  11.5, 394.3, 406.9
2020-08-08,  15.6, 353.4, 327.3
2020-08-09,  14.8, 323.7, 307.9
2020-08-10,  15.6, 369.1, 343.8
2020-08-11,   9.4, 408.7, 426.1
2020-08-12,   9.5, 419.8, 431.2
2020-08-13,  12.8, 407.9, 394.3
2020-08-14,  13.4, 388.7, 384.1
2020-08-15,  11.3, 367.4, 377.3
2020-08-16,  11.8, 344.4, 343.6
2020-08-17,  11.2, 342.3, 395.1
2020-08-18,  15.5, 375.6, 353.1
2020-08-19,   9.4, 422.9, 432.2
2020-08-20,   7.8, 440.1, 454.0
2020-08-21,  11.3, 425.7, 409.0
2020-08-22,  12.5, 377.5, 362.8
2020-08-23,  14.9, 334.7, 306.4
2020-08-24,  18.1, 354.5, 343.5
2020-08-25,  18.8, 355.1, 352.9
2020-08-26,  18.9, 360.5, 359.2
2020-08-27,  15.2, 365.1, 365.3
2020-08-28,  15.6, 364.9, 358.7
2020-08-29,  14.8, 350.4, 335.2
2020-08-30,   8.6, 343.6, 381.6
2020-08-31,   9.8, 407.7, 411.5
2020-09-01,   8.7, 442.3, 434.1
2020-09-02,  10.7, 447.5, 416.4
2020-09-03,  10.4, 427.3, 422.6
2020-09-04,  13.0, 396.4, 388.4
2020-09-05,  12.5, 355.2, 362.6
2020-09-06,  11.7, 337.1, 344.4
2020-09-07,  11.2, 369.5, 394.7
2020-09-08,  15.8, 364.7, 352.7
2020-09-09,  16.8, 356.0, 358.9
2020-09-10,  15.3, 350.4, 363.9
2020-09-11,  17.3, 352.8, 358.4
2020-09-12,  11.8, 334.2, 370.8
2020-09-13,  14.6, 304.7, 309.6
2020-09-14,  13.0, 351.8, 373.0
2020-09-15,  12.7, 369.5, 386.0
2020-09-16,  13.9, 358.5, 377.9
2020-09-17,  18.6, 346.8, 361.3
2020-09-18,  18.9, 337.8, 358.3
2020-09-19,  12.3, 324.4, 364.7
2020-09-20,  13.6, 306.2, 321.4
2020-09-21,  10.9, 348.1, 398.0
2020-09-22,  15.3, 352.6, 354.8
2020-09-23,  17.2, 344.3, 358.6
2020-09-24,  16.6, 346.8, 361.2
2020-09-25,  17.0, 362.5, 358.1
2020-09-26,  17.5, 344.1, 326.3
2020-09-27,  16.0, 308.1, 298.5
2020-09-28,  15.5, 339.6, 342.8
